content_hash_id,client_hash_id,ml_refresh_probability,reason_code,imp_trend_pct,pos_delta
content_0868c1cfb576c6aa,client_23a62021009f63c4,0.96468670087457,SEVERE_POSITION_DROP,-0.7222222222222222,3.473880440053211
content_54cebbc7017e82e4,client_fef1a8f436438636,0.9645593069831352,SEVERE_POSITION_DROP,-0.7120500782472613,7.069605460270024
content_cbfe4d3127d8b4ff,client_e547b89c05043229,0.9645593069831352,SEVERE_POSITION_DROP,-0.7316666666666667,6.280892667150248
content_7baa8ddff9250f45,client_fef1a8f436438636,0.9645593069831352,SEVERE_CLICK_DECAY,-0.7583333333333333,1.726009453251141
content_f91bff51a3c5716b,client_fef1a8f436438636,0.9644056003061521,SEVERE_POSITION_DROP,-0.39316239316239315,13.942685043714452
content_4cc8e1a9aa5e12fe,client_fef1a8f436438636,0.9641765280018917,SEVERE_POSITION_DROP,-0.5341772151898734,9.75151203868992
content_ed9a3a41c965b7f5,client_23a62021009f63c4,0.9641765280018917,SEVERE_POSITION_DROP,-0.526813880126183,13.462055064818223
content_71e7973b4ae1487e,client_fef1a8f436438636,0.9641765280018917,SEVERE_POSITION_DROP,-0.3448275862068966,15.780925266489781
content_fba5f4d37c953342,client_23a62021009f63c4,0.9639415159541699,SEVERE_POSITION_DROP,-0.7390572390572391,12.15030514921515
content_3fe5eb7c2c416c5d,client_23a62021009f63c4,0.9639415159541699,SEVERE_POSITION_DROP,-0.735494880546075,11.597319429739123
content_1ac862f150b69ebf,client_fef1a8f436438636,0.9639415159541699,SEVERE_POSITION_DROP,-0.6112311015118791,25.03788828360129
content_1ca6fbf3efcc02c3,client_23a62021009f63c4,0.9639415159541699,SEVERE_POSITION_DROP,-0.7108239095315024,14.66978136883516
content_114d1265bc4003b8,client_e547b89c05043229,0.963808711953639,SEVERE_CLICK_DECAY,-0.8966789667896679,1.8568774931367695
content_5d0d5acb20304d8f,client_23a62021009f63c4,0.9637960301719484,SEVERE_POSITION_DROP,-0.6336822074215034,10.698485845961264
content_6d91095141bcfccc,client_fef1a8f436438636,0.9637953938862541,SEVERE_POSITION_DROP,-0.5910290237467019,15.826649319485881
content_835a8db7802912af,client_fef1a8f436438636,0.9637953938862541,SEVERE_POSITION_DROP,-0.58,3.8391948938001548
content_86c96002dd5c69aa,client_23a62021009f63c4,0.9637275202128511,SEVERE_POSITION_DROP,-0.7576776748124561,8.291342375184769
content_54e85b48cda857c9,client_23a62021009f63c4,0.9637275202128511,SEVERE_POSITION_DROP,-0.610115491835922,6.50485516715208
content_c9ae751271ce7301,client_23a62021009f63c4,0.9637275202128511,SEVERE_POSITION_DROP,-0.6669327798179786,6.262097877012565
content_b6b01f28be774f7e,client_23a62021009f63c4,0.9636345472122184,SEVERE_POSITION_DROP,-0.6806167400881057,3.1737998966526284
content_6ec555cf4bb6640c,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.7513966480446927,6.173320706155081
content_9dcd6620549a360b,client_23a62021009f63c4,0.9636216182148482,SEVERE_POSITION_DROP,-0.7422839506172839,5.213253939673619
content_409ea9bf244fab9b,client_e547b89c05043229,0.9636216182148482,SEVERE_POSITION_DROP,-0.6367924528301887,2.928653630654104
content_b4d749f3fd502a9a,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.6950092421441775,11.864024665421725
content_7d1e71c4f3803088,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.6773504273504274,19.432846879527666
content_e20bd9e95a8b011e,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.6709558823529411,7.703644525416461
content_631a4472ca899269,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.7802056555269923,5.3662395599140655
content_4ab38584206c2976,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.6816326530612244,11.095042733200064
content_cf746b9529cac77d,client_e547b89c05043229,0.9636216182148482,SEVERE_POSITION_DROP,-0.6526946107784432,2.484822535444369
content_f2c03b0e80db2f13,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.6627680311890838,5.654954973442372
content_5a408d4ed8056411,client_23a62021009f63c4,0.9636216182148482,SEVERE_POSITION_DROP,-0.7867435158501441,6.6303497975489165
content_c2f5e3983c2db658,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.7322033898305085,3.6361018242538137
content_7d06a04addf258de,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.6337448559670782,2.8293257916559362
content_3c4ecdfa0f9c7e91,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.7464589235127479,8.275815874012364
content_b7e125a70d3ef444,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.688663282571912,12.650443234537677
content_4062298cea3c1072,client_fef1a8f436438636,0.9636216182148482,SEVERE_POSITION_DROP,-0.7516778523489933,3.4143741121985833
